"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111336)"," (D)",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111339)","1,154,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","440,769,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11141)"," (D)",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11142)"," (D)",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111421)","224,594,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111422)"," (D)",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","45,580,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11191)","471,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11194)","32,642,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11199)","12,467,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112)","363,257,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1121)","180,862,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11211)","133,299,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","48,706,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112112)","84,594,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)","47,563,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)","151,583,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","4,065,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11231)","1,665,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11232)"," (D)",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11233)","2,326,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11234)"," (D)",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11239)"," (D)",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)","128,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11241)","92,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11242)","36,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125)","14,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1129)","26,605,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11291)","33,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11292)","451,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11293)","64,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11299)","26,057,000",""
"CENSUS","2007","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","10,876,415,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","925,181,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","78,721,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","4,393,838,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111)","5,045,313,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1111)","4,778,542,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11111)","488,811,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11114)","2,239,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11115)","3,690,439,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11119)","597,052,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","66,399,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111211)"," (D)",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111219)"," (D)",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","18,696,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11133)","18,696,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111331)","9,857,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111332)"," (D)",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111333)","464,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111334)","3,418,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111335)","187,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111336)"," (D)",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111339)","3,372,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","128,465,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11141)","6,136,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11142)","122,330,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111421)","61,466,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111422)","60,864,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","53,210,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11191)","4,146,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11194)","40,387,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11199)","8,677,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112)","273,706,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1121)","75,310,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11211)","34,681,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","22,230,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112112)","12,451,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)","40,629,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)","145,096,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","30,740,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11231)","12,399,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11232)","1,349,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11233)","15,080,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11234)"," (D)",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11239)"," (D)",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)"," (D)",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11241)","156,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11242)"," (D)",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125)"," (D)",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1129)","22,360,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11291)","19,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11292)","268,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11293)","59,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11299)","22,014,000",""
"CENSUS","2007","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","5,319,019,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","382,271,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED)","46,802,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","IRRIGATION STATUS","IRRIGATION STATUS: (NONE ON OPERATION)","9,961,314,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111)","9,027,587,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1111)","8,855,861,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11111)","534,039,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11114)","387,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11115)","7,143,872,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11119)","1,177,564,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","11,072,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111211)"," (D)",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111219)"," (D)",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","6,230,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11133)","6,230,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111331)","3,630,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111332)","1,031,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111333)"," (D)",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111334)","285,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111335)"," (D)",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111336)"," (D)",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111339)","986,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","94,700,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11141)","8,749,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11142)","85,951,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111421)"," (D)",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (111422)"," (D)",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","59,724,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11194)","57,205,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11199)","2,519,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112)","1,315,998,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1121)","540,566,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11211)","490,982,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","175,702,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112112)","315,281,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)","49,583,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)","592,738,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","19,766,000",""
"CENSUS","2007","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11231)","5,427,000",""
